year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url
2014,Estonia,Estonia,Tanja,Amazing,30,1,,3,,,12,36,,,,,Tatjana Mihhailova-Saar;Timo Vendt,Tatjana Mihhailova-Saar,"Remember how we used to be\nFloating the skies, it felt so heavenly\nWe were weightless\nWe froze to ice and melted down\nWe chased the stars and felt to the ground\nCouldn’t care less\n\nThis feeling inside\nYou’re all that I have, I need you back\nDo you hear me screaming?\n\nStay amazing lie (do you hear me screaming?)\nI don’t, don’t want another to make me high\nI want, want you to be amazing lie\nStay amazing lie\n\nYou know there’s nothing I wouldn’t do\nI’d brake the curse of time to be with you\nI’d be fearless\nI’d jump as far as I can see\nAnd beat the perfect storm in the endless sea\n\nThis feeling inside\nYou’re all that I have, I need you back\nDo you hear me screaming?\n\nStay amazing lie (do you hear me screaming?)\nI don’t, don’t want another to make me high\nI want, want you to be amazing lie\nStay amazing lie\n\nThis feeling inside\nYou’re all that I have, I need you back\nWe were weightless\n\nStay amazing lie (do you hear me screaming?)\nI don’t, don’t want another to make me high\nI want, want you to be amazing lie\nStay amazing lie",https://youtube.com/watch?v=wi9Q1ufjooE,
2014,North Macedonia,North Macedonia,Tijana,To the Sky,31,2,,11,,,13,33,,,,,Darko Dimitrov;Lazar Cvetkoski,Darko Dimitrov;Elena Risteska Ivanovska,"I gotta feeling that I wanna go loud\nMake my move, and let it all get out\nI gotta a feeling that I wanna go wild\nTake my hand, baby I got all night\n\nTake me now, you know I want you\nHold me now, cause I can't stop it\nTake me up where we can do this to the stars tonight\n\nWhere do we go now, to the sky\nYou and I, beautiful\nWhere do we go no, to the stars\nShining so bright, and to the sky\nWhere do we go now?\n\nI gotta feeling that I need you all the time\nMake me feel that is why you are mine\nI gotta feeling that we both can shine\nHeld together by the hand of life\n\nTake me now, you know I want you\nHold me now, cause I can't stop it\nTake me up where we can do this to the stars tonight\n\nWhere do we go now, to the sky\nYou and I, beautiful\nWhere do we go now, to the stars\nShining so bright, and to the sky\n\nNo I don't wanna live without you for another day\nAnd if I said it once it means you will have to stay\nYou better hold me, dance, stay like this forever\nTake me dancing tonight\n\nTake me now, you know I want you\nHold me now, cause I can't stop it\nNoooooooooooow\n\nWhere, where do we go?\nWhere, where do we go?\nWhere, where do we go?\n\nWhere, where do we go now?\n\nTo the sky now, you and I, beautiful\nWhere, where do we go now?\nTo the stars, shinking so bright and to the sky\n\nWhere, where do we go now?\nTo the stars, shinking so bright, and to the sky…\nWhere, where do we go now?",https://youtube.com/watch?v=2BqLPMF8Xdc,
2014,Latvia,Latvia,Aarzemnieki,Cake To Bake,32,1,,2,,,13,33,,,,,Guntis Veilands,,"I melted the ice of the polar caps,\nfound the raiders of the lost ark, \nsolved a case for the genius from Baker Street,\nhelped to clean the Central Park.\nI created the plan for the Chinese wall,\nwent to desert, made it rain,\nswam through a shark tank bloodily,\nfound Atlantis, by the way... (but today)\n\nI've got a cake to bake – I’ve got no clue at all (cep, cep, cep, cep, cep kuuku)\nI've got a cake to bake – and haven't done that before (cep, cep, cep, cep, cep kuuku)\ndon't be proud, mate please don't bother,\ngo, come on and ask your mother,\nhow to bake, how to bake, bake that cake...\n\nCep cep cep cep cep kuuku kuuku cep cep cep cep cep cep kuuku\nCep cep cep cep cep kuuku kuuku cep cep cep\n\nI talked to a unicorn the other night,\ntook me up on a lonely star,\ndid the moonwalk on the milky way,\nrealised I've gone too far.\nSo I questioned the law of gravity,\nput the apple back up to the apple tree,\nej tu nost: I even learned Latvian,\nI know it's so hard to believe... (and today)\n\nI've got a cake to bake – I’ve got no clue at all (cep, cep, cep, cep, cep kuuku)\nI've got a cake to bake – and haven't done that before (cep, cep, cep, cep, cep kuuku)\ndon't be proud, mate please don't bother,\ngo, come on and ask your mother,\nhow to bake, how to bake, bake that cake (piece of cake)\n\nCep cep cep cep cep kuuku kuuku cep cep cep cep cep cep kuuku\nCep cep cep cep cep kuuku kuuku cep cep cep\n\nWe've got a cake to bake – and got no clue at all\nWe've got a cake to bake – and haven't done that before\ndon't be proud, mate please don't bother,\ngo, come on and ask your mother,\nhow to bake, how to bake, bake that cake (piece of cake)\n\nMix some dough, add some love, let it bake, wait for it\nMix some dough, add some love, let it bake, wait for it\nMix some dough, add some love, let it bake, have some cake \nMix some dough, add some love, let it bake\n\nWe've got a cake to bake – and got no clue at all\nWe've got a cake to bake – and haven't done that before\ndon't be proud, mate please don't bother,\ngo, come on and ask your mother,\nhow to bake, how to bake, bake that cake",https://youtube.com/watch?v=h0D1Ya3NBQs,
2014,Belgium,Belgium,Axel Hirsoux,Mother,33,1,,10,,,14,28,,,,,Ashley Hicklin;Rafael Artesero,,"I'm coming home,\nI'm broken hearted and I need,\nTime to shelter,\nI need your love,\nA hand to hold, a heart to heal, a voice to help me through, through…\n\nAnd when hope is low,\nYou find the words to make me feel, so much better,\nWhen I've had enough, oh I've had enough,\nOf all the tears and all the hurt I can count on you, only you…\n\nAnd once again mother,\nYou are right there mother,\nYou are my guiding light,\nMy shoulder, my shelter, my satellite,\nI'm weak, you're bright.\n\nIt's not said enough,\nBut you mean the world to me you're more, than a soulmate,\nAnd you should know, oh you should know,\nI'm so thankful and so hopeful that some day soon, I'll shine like you…\n\nAnd once again mother,\nYou are right there mother,\nYou are my guiding light,\nMy shoulder, my shelter, my satellite,\nI'm weak, you're bright,\nGive me your strength, oh mother,\nGive me your care mother,\nYou are my guiding light,\nMy shoulder, my shelter, my satellite,\nI'm weak, you're bright,\nAnd once again mother, / You're all I have mother,\nAnd once again mother, / You're all I have mother,\nOh mother…",https://youtube.com/watch?v=wr3m4ghnq6w,
2014,Albania,Albania,Hersi,One Night's Anger,34,1,,6,,,15,22,,,,,Gentian Lako,Jorgo Papingji,"Say no, let go, keep your breath, as the anger flows\nI Know, you know, words can hurt, you'll regret them though\nSo say say say say you'll be there when the words are done\nDon't give in your pride,\nKeep calm and think twice\n\nFree your mind from the doubts that are tickling\nFree your heart, and let the peace enlighten your feelings\nSun will rise, and the light will be clearing\nThe tides of the night\nkeep calm and think twice\n\nSay no, let go, night will fade and the day will glow\nI know, you know, that the morning is brighter so\nPlease say say say say you'll be there when the words are done\nDon't give in your pride\nLet go and don't cry\n\nFree your mind from the doubts that are tickling\nFree your heart, and let the peace enlighten your feelings\nSun will rise, and the light will be clearing\nThe tides of the night\nKeep calm and think twice\n\nWait a tick tiny tick, you'll forget it (just wanna make it right)\nWait a tick tiny tick, you'll regret it (I want to let it out)\nAnything isn't it you want to get it,\nMaybe tomorrow, will be late to get by",https://youtube.com/watch?v=Ahu_K_Jh2vc,
2014,Israel,Israel,Mei Finegold,Same Heart,35,2,,2,,,14,19,,,,,Rami Talmid,,"You fill me up\nWith poisoned love\nYou fill my soul\nWith sins, but I have learnt to grow\n\nAnd now, too many lies\nToo many cries\nThey are as long as the infinity \nI'm, starting to rise\nDon't need to be criticised\nI'm, not an animal in captivity\n\nI'm, skinning you out\nNo longer a part\nWe don't beat from the same heart\n\nAta shotek,\nAni shvuya\nMetoch milim\nNotzra dmama.\n\nZman, lakum bli hashash\nLevhor mehadash\nVe-hashemesh titgale elay.\n\nDam, boer lo nirdam,\nHakoach be kam.\nHahofesh kvar kore li lesham.\n\nmetoch hadmama,\nel avir lenshima,\nLo achsir od peima\nzman lkum velivhor,\nshamaim ve or.\nLo achsir od peima\n\nAnd it's time for me to clean up your mess\nI will take it without any regrets\nAnd it's time for me to open my eyes\nAnd to recognise\nWe don't beat from the same heart\n\nI'm, skinning you out\nNo longer a part\nWe don't beat from the same heart\n\nWe don't beat from the same heart\n\nWe don't beat from the same heart",https://youtube.com/watch?v=acOZVEN5XjE,
2014,Georgia,Georgia,The Shin and Mariko,Three Minutes To Earth,36,2,,4,,,15,15,,,,,Zaza Miminoshvili,Eugen Eliu,"Shin… Shin…\n\nHome, home, through the star trail of a lonely star,\nhome to the Earth where we belong, belong to…\nDazzling light of mankind's emotion:\nShow us the stairway to come back to Earth – sky diver's space jump!\nLead those three minutes longin' for love,\nPeace and light everywhere…\nPick up all the rainbow buds from the sky,\nAll the tries, all the whys,\nThree minutes to Earth for you and for me.\n\nShow us the stairway to come back to Earth – sky diver's space jump!\nLead those three minutes longin' for love,\nPeace and light everywhere…\nShow us the stairway to come back to Earth – sky diver's space jump!\nDress up the stairway to Earth with no sigh – rock the boat of ragged despair!\nPick up all the rainbow buds from the sky,\nhear the chime – now's the time:\nThree minutes time to Earth for you and me\ntake our breath away as we fly…\n\nAnytime, anywhere, we are going SHIN.",https://youtube.com/watch?v=0v69AvCQJQY,
2014,Moldova,Moldova,Cristina Scarlat,Wild Soul,37,1,,11,,,16,13,,,,,Ivan Aculov,Lidia Scarlat,"What am I?\nAm I human?\nWhat am I?\nAn emotion?\nTime and space can lie to us while we sleep\n\nLovers cry, parents tremble\nWhile you and I show our devils\nThe world can play a joke on each of us anytime\n\nMercy\nI have no feelings of mercy\nDestiny left me so empty\nEmpty in my heart and my spirit\nMy patience\nFighting with our indifference\nFighting to win over everything that we are and can be\n\nSelfishness\nTakes the trophies\nHonesty\nWins the glories\nAll the masks we have are meant to make us free\n\nWounded pride kills our feeling\nWhile you and I need the dreaming\nThe world can throw a dice for each of us anytime\n\nWild soul\nIs rushing through my body\nAnd my\nWild soul\nIs meant to keep me trying",https://youtube.com/watch?v=l9ZfGttI4P0,
2015,se,Sweden,Måns Zelmerlöw,Heroes,1,2,10,13,1,365,1,217,279,363,,,Anton Hård af Segerstad;Joy Deb;Linnea Deb,,Don't tell the gods I left a mess\nI can't undo what has been done\nLet's run for cover\n\nWhat if I'm the only hero left\nYou better fire off your gun\nOnce and forever\n\nHe said go dry your eyes\nAnd live your life like there is no tomorrow son\nAnd tell the others\nTo go sing it like a hummingbird\nThe greatest anthem ever heard\n\nWe are the heroes of our time\nBut we're dancing with the demons in our minds\n\nWe are the heroes of our time\nHeroes\n\nBut were dancing with the demons in our minds\nHeroes\n\nWe are the heroes of our time\nHeroes\n\nBut were dancing with the demons in our minds\nHeroes\n\nThe crickets sing a song for you\nDon't say a word don't make a sound\nIt's lifes creation\n\nI make worms turn into butterflies\nWake up and turn this world around\nIn appreciation\n\nHe said I never left your side\nWhen you were lost I followed right behind\nWas your foundation\n\nNow go sing it like a hummingbird\nThe greatest anthem ever heard\nNow sing together\n\nWe are the heroes of our time\nHeroes\n\nBut we're dancing with the demons in our minds\nHeroes\n\nWe are the heroes\n\n(We keep dancing with the demons)\n(You could be a hero)\n\nNow go sing it like a hummingbird\nThe greatest anthem ever heard\nNow sing together\n\nWe are the heroes of our time\nHeroes\n\nBut we're dancing with the demons in our minds\nHeroes\n\nWe are the heroes of our time\nHeroes\n\nBut were dancing with the demons in our minds\nHeroes\n\nWe are the heroes,https://youtube.com/watch?v=5sGOwFVUU0I,
2015,ru,Russia,Polina Gagarina,A Million Voices,2,1,25,12,2,303,1,182,286,247,,,Gabriel Alares;Joakim Björnberg;Katrina Noorbergen;Leonid Gutkin;Vladimir Matetsky,,We are the world's people\nDifferent yet we're the same\nWe believe\nWe believe in a dream\n\nPraying for peace and healing\nI hope we can start again\nWe believe\nWe believe in a dream\n\nSo if you ever feel love is fading\nTogether like the stars in the sky\nWe can sing\nWe can shine\n\nWhen you hear our voices call\nYou won't be lonely anymore\nA million voices\nYour heart is like a beating drum\nBurning brighter than the sun\nA million voices\n\nNow as the world is listening\nFrom cities and satellites\nWe believe\nWe believe\nIn a dream\n\nIf you ever feel love is fading\nTogether like the stars in the sky\nWe can sing\nWe can shine\n\nWhen you hear our voices call\nYou won't be lonely anymore\nA million voices\nYour heart is like a beating drum\nBurning brighter than the sun\nA million voices\n\nWhen I look around at these faces\nI can see the stars in the sky\nWe will sing\nWe will shine\n\n(When you hear our voices call\nYou won't be lonely anymore)\nA million voices\n\nSinging out\nSinging out\nOoh\nSinging out\nSinging out\nOoh\nSinging out\nA million voices\n\nSinging out\nSinging out\nOoh\nSinging out\nSinging out\nOoh\nSinging out\nA million voices\n\nA million voices,https://youtube.com/watch?v=Q2gbKglCL5s,
2015,it,Italy,Il Volo,Grande Amore,3,,27,,3,292,,,366,292,,,Ciro Esposito;Francesco Boccia,,"Chiudo gli occhi e penso a lei\nIl profumo dolce della pelle sua\nE' una voce dentro che mi sta portando dove nasce il sole\nSole sono le parole\nMa se vanno scritte tutto può cambiare\nSenza più timore te lo voglio urlare questo grande amore\n\nAmore, solo amore è quello che sento\nDimmi perché quando penso, penso solo a te\nDimmi perché quando vedo, vedo solo te\nDimmi perché quando credo, credo solo in te grande amore\n\nDimmi che mai\nChe non mi lascerai mai\nDimmi chi sei\nRespiro dei giorni miei d'amore\nDimmi che sai\nChe solo me sceglierai Ora lo sai\nTu sei il mio unico grande amore\n\nDimmi perché quando penso, penso solo a te\nDimmi perché quando amo, amo solo te\nDimmi perché quando vivo, vivo solo in te grande amore\n\nDimmi che mai\nChe non mi lascerai mai.\nDimmi chi sei\nRespiro dei giorni miei d'amore \nDimmi che sai\nChe non mi sbaglierei mai \nDimmi che sei\nChe sei il mio unico grande amore",https://youtube.com/watch?v=1TOMqZV2jA8,
2015,be,Belgium,Loïc Nottet,Rhythm Inside,4,1,13,3,4,217,2,149,195,217,,,Loïc Nottet;Luuk Cox,Beverly Jo Scott,"Listen to the sound of thunder\nRolling in the soul down under\nFar beneath the skin it rumbles\nStep to the step of the drum that rolls inside\n\nBe you enemy or lover\nWe are put here to discover\nThe heart that beats within each other\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back\n\nBe you enemy or brother\nWe were put here to discover\nThe heart that beats within each other\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back\n\nGonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back",https://youtube.com/watch?v=IjH-HYAFICg,
